Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,-21.749,18.6,47.14,5
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,-21.84,19.35,167.08,5
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-21.932,7.65,44.01,5
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-22.023,13.15,89.49,5
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-22.114,19.2,226.61,5
low fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,-22.206,16.75,34.05,5
reg,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,-22.297,11.35,197.07,5
reg,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,-22.389,12.15,190.69,5
reg,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-22.48,6.39,34.39,5
LF,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,-22.572,7.27,114.45,5
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,-22.663,9.8,99.4,5
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,-22.754,14.3,77.23,5
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,-22.846,15.1,159.96,5
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,-22.937,18.85,131.53,5
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.029,20.35,234.26,5
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.12,4.79,121.01,5
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.211,7,108.23,5
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.303,7.66,114.15,5
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.394,7.96,163.29,5
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.486,18.85,257.83,5
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.577,20.7,184.43,5
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.669,14.3,86.02,5
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.76,20.5,72.97,5
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.851,8.19,115.88,5
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,-23.943,12.6,109.92,5
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.034,10.5,157.09,5
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.126,5.32,100.67,5
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.217,12.35,36.32,5
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.308,14.5,159.46,5
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.4,18.85,130.26,5
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.491,9.6,42.61,5
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.583,15.1,140.25,5
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.674,15.2,108.19,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.766,18.75,213.32,5
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.857,19.1,172.34,5
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,-24.948,16.35,106.13,5
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.04,8.4,97.9,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.131,9.2,181.26,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.223,20.35,119.55,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.314,21,194.45,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.405,9.4,226.17,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.497,15.7,182.46,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.588,6.72,43.75,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.68,10.3,170.94,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.771,11.65,171.14,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.863,8.71,183.39,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,-25.954,15.7,113.72,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-26.045,19.75,181.57,5
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,-26.137,15.7,60.25,5
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,-26.228,20.2,127.47,5
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,-26.32,5.63,106.13,5
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,-26.411,9.5,195.45,5
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,-26.502,15.7,207.9,5
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-26.594,5.34,102.44,5
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-26.685,15.6,173.28,5
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,-26.777,11.65,153,5
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,-26.868,5.48,83.33,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,-26.96,10.9,107.23,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,-27.051,9.8,177.94,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,-27.142,16.35,198.24,5
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,-27.234,8.01,36.65,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,-27.325,10.3,156.46,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,-27.417,14.8,193.58,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,-27.508,8.39,162.89,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,-27.599,17,125.14,5
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,-27.691,14.8,190.88,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,-27.782,15.6,125.77,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,-27.874,17.6,163.46,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,-27.965,17.6,163.69,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,-28.057,12.65,159.96,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,-28.148,13.85,142.52,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,-28.239,18.7,52.93,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,-28.331,5.43,87.05,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,-28.422,14.5,102.73,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,-28.514,12.8,138.78,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,-28.605,18.5,145.81,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,-28.696,15.5,48.47,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,-28.788,16.85,194.15,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,-28.879,18,88.25,5
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,-28.971,5.77,36.72,5
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,-29.062,13.15,86.36,5
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,-29.154,8.93,153.43,5
Low Fat,FDB15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,-29.245,10.9,264.56,5
Low Fat,FDG16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-29.336,15.25,213.72,5
Low Fat,FDJ04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-29.428,18,118.31,5
Low Fat,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-29.519,10.7,61.25,5
Low Fat,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-29.611,16.7,109.89,5
Low Fat,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-29.702,20.85,104.93,5
Low Fat,DRJ23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,-29.793,18.35,188.19,5
Low Fat,NCN06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,-29.885,8.39,163.49,5
Low Fat,NCF43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,-29.976,8.51,142.25,5
Low Fat,NCG07,Household,2014,OUT013,Tier 3,High,Supermarket Type1,-30.068,12.3,188.75,5
Low Fat,NCB55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,-30.159,15.7,59.26,5
Low Fat,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,-30.251,16.35,97.44,5
Low Fat,FDF22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-30.342,6.87,214.52,5
Low Fat,FDQ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-30.433,12.85,170.64,5
Low Fat,DRK13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,-30.525,11.8,198.21,5
Low Fat,DRL37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,-30.616,15.5,44.48,5
Regular,FDL38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,-30.708,13.8,89.92,5
Regular,FDV13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,-30.799,17.35,86.19,5
Regular,FDX04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-30.891,19.6,46.04,5
Regular,FDF53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-30.982,20.75,180.33,5
Regular,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-31.073,10.3,115.02,5
Regular,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-31.165,12.85,252.34,5
Regular,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-31.256,14.6,109.83,5
Regular,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-31.348,14.85,159.56,5
Regular,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-31.439,20.1,225.9,5
Regular,FDO46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-31.53,9.6,187.19,5
reg,FDT10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-31.622,16.7,60.96,5
reg,FDB23,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-31.713,19.2,226.91,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-31.805,15.1,157.36,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,-31.896,12.15,163.62,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,-31.988,6.43,132.86,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.079,13,78,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.17,15.6,242.99,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.262,19.1,40.31,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.353,10,140.62,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.445,18.6,244.08,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.536,18.2,147.37,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.627,20.5,121.28,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.719,18.25,174.21,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.81,7.27,100.44,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.902,8.76,127.33,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,-32.993,10.6,87.02,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.085,5.83,160.79,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.176,8.28,103.33,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.267,12.3,247.15,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.359,16.35,128.4,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.45,20.25,148.04,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.542,12.65,108.29,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.633,18.5,88.92,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.724,18.85,58.56,5
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.816,9.06,211.86,5
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.907,6.87,212.02,5
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-33.999,9.5,253.37,5
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.09,10,113.35,5
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.182,14.1,200.41,5
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.273,15.85,55.9,5
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.364,16,139.95,5
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.456,21.25,177.34,5
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.547,7.97,172.04,5
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.639,12.65,159.66,5
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.73,12.8,142.28,5
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.821,9.7,175.14,5
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,-34.913,13,59.32,5
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.004,14.5,41.05,5
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.096,15,182.53,5
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.187,18.25,110.16,5
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.279,6.12,91.05,5
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.37,9.8,116.75,5
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.461,20.35,234.5,5
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.553,6.79,44.01,5
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.644,14.85,155.76,5
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-35.736,16.7,146.61,5
Low Fat,FDI14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,-35.827,12.84,139.25,5
Low Fat,FDU25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,-35.918,12.84,56.22,5
Low Fat,FDC53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.01,12.84,96.74,5
Low Fat,FDD28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.101,12.84,59.59,5
Low Fat,FDO40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.193,12.84,148.94,5
Low Fat,FDT40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.284,12.84,125.57,5
Low Fat,FDD33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.376,12.84,231.96,5
Low Fat,FDW20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.467,12.84,124.97,5
Low Fat,DRN47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.558,12.84,180.77,5
Low Fat,NCY53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.65,12.84,110.45,5
Low Fat,NCE19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.741,12.84,53.5,5
Low Fat,NCE55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.833,12.84,178.24,5
Low Fat,NCG43,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-36.924,12.84,94.05,5
Low Fat,NCH06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.015,12.84,245.65,5
Low Fat,NCM30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.107,12.84,39.28,5
Low Fat,NCN42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.198,12.84,145.64,5
Low Fat,NCU42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.29,12.84,166.55,5
Low Fat,NCJ19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.381,12.84,55.26,5
Low Fat,FDD46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.473,12.84,154.8,5
Low Fat,FDL33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.564,12.84,194.45,5
Low Fat,FDP09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.655,12.84,211.69,5
Low Fat,DRL37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.747,12.84,44.38,5
Regular,FDE36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.838,12.84,165.59,5
Regular,FDG12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-37.93,12.84,122.41,5
Regular,FDU24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.021,12.84,94.31,5
Regular,FDK25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.112,12.84,169.35,5
Regular,FDB14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.204,12.84,91.31,5
Regular,FDH50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.295,12.84,185.23,5
Regular,FDZ02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.387,12.84,97.57,5
Regular,FDH05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.478,12.84,229.8,5
Regular,FDT19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.57,12.84,172.11,5
Regular,FDW19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.661,12.84,109.96,5
Regular,FDR51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.752,12.84,148.47,5
Regular,FDY34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-38.844,12.84,167.08,5
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,-38.935,9,54.36,4.9
Regular,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-39.027,21.2,173.57,4.9
Low Fat,FDS52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,-39.118,12.84,102.5,4.9
Low Fat,FDR21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-39.209,19.7,177.54,4.9
Regular,FDQ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-39.301,7.86,38.38,4.9
Regular,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-39.392,11.35,171.18,4.9
Regular,FDO20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-39.484,12.85,252.34,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-39.575,16.1,256.14,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,-39.667,6.65,147.77,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,-39.758,5.18,33.69,4.9
Regular,FDN04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-39.849,11.8,176.83,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-39.941,8.51,192.15,4.9
reg,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-40.032,6.71,65.01,4.9
Low Fat,FDW28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-40.124,12.84,194.75,4.9
Low Fat,NCL53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,-40.215,12.84,175.4,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-40.306,8.31,179.1,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,-40.398,18.5,132.13,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,-40.489,13.65,260.09,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-40.581,12.65,192.18,4.8
Regular,FDY56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-40.672,16.35,225.91,4.8
Regular,FDR36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,-40.764,6.72,40.25,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-40.855,16.5,143.81,4.8
Low Fat,FDD36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-40.946,12.84,117.61,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-41.038,11.5,128.47,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-41.129,12.85,196.58,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-41.221,6.24,263.29,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,-41.312,4.59,111.69,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,-41.404,7.63,92.54,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-41.495,11.35,167.88,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-41.586,11.8,126.07,4.8
LF,FDH41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,-41.678,12.84,213.55,4.8
Low Fat,FDQ12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,-41.769,12.84,230,4.8
Low Fat,FDZ27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,-41.861,12.84,51.24,4.8
Low Fat,FDI22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-41.952,12.84,211.06,4.8
Regular,FDW02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,-42.043,12.84,126.27,4.8
Regular,FDR15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,-42.135,12.84,155.83,4.8
Regular,FDN34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-42.226,12.84,168.71,4.8
Low Fat,NCV41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-42.318,14.35,112.52,4.8
Low Fat,NCM19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,-42.409,12.65,112.52,4.8
Regular,FDP31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-42.501,21.1,65.02,4.8
Regular,FDQ45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-42.592,9.5,185.36,4.8
Regular,FDO21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-42.683,11.6,226.24,4.8
Low Fat,FDQ24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-42.775,15.7,253.47,4.8
Low Fat,FDD14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-42.866,20.7,182.63,4.8
Low Fat,NCC54,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-42.958,17.75,242.12,4.8
Low Fat,FDZ40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-43.049,8.94,52.93,4.8
Low Fat,NCM07,Others,2020,OUT017,Tier 2,High,Supermarket Type1,-43.14,9.4,85.69,4.8
Low Fat,NCP50,Others,2020,OUT017,Tier 2,High,Supermarket Type1,-43.232,17.35,80.66,4.8
Low Fat,NCJ31,Others,2020,OUT017,Tier 2,High,Supermarket Type1,-43.323,19.2,241.82,4.8
Low Fat,FDF46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-43.415,7.07,115.88,4.8
